Level,District Code,District Name,School Code,School Name,Content,Grade,Number of Total Records,Number of Valid Scores,Number of No Scores,Participation Rate 2025,Participation Rate 2024,Participation Rate 2023,Mean Scale Score,Standard Deviation,Number Did Not Yet Meet Expectations,Percent Did Not Yet Meet Expectations,Number Partially Met Expectations,Percent Partially Met Expectations,Number Approached Expectations,Percent Approached Expectations,Number Met Expectations,Percent Met Expectations,Number Exceeded Expectations,Percent Exceeded Expectations,Number Met or Exceeded Expectations,2025,2024,2023,"Change
2025-2024","Congressional
District"
SCHOOL,1420,Jefferson County R-1,5994,Montessori Peaks Charter Academy,Mathematics,06,      35,      33,       2,94.3,97.0,96.6,745,25,- -,- -,- -,- -,       9,27.3,- -,- -,- -,- -,      16,48.5,40.6,28.6,   7.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5994,Montessori Peaks Charter Academy,Mathematics,07,      14,< 16,- -,92.9,N/A,N/A,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,N/A,N/A,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5994,Montessori Peaks Charter Academy,Mathematics,08,       9,< 16,- -,100.0,N/A,N/A,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,N/A,N/A,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6133,Mortensen Elementary School,English Language Arts,All Grades,     134,     116,      18,86.6,92.5,91.9,746,35,      12,10.3,      17,14.7,      36,31.0,      43,37.1,       8,6.9,      51,44.0,40.3,44.1,   3.7,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6133,Mortensen Elementary School,English Language Arts,03,      56,      50,       6,89.3,90.0,85.7,746,37,       6,12.0,       5,10.0,      17,34.0,- -,- -,- -,- -,      22,44.0,40.7,45.2,   3.3,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6133,Mortensen Elementary School,English Language Arts,04,      27,      24,       3,88.9,88.2,93.8,743,35,- -,- -,- -,- -,       9,37.5,       4,16.7,       4,16.7,       8,33.3,42.2,42.2,  -8.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6133,Mortensen Elementary School,English Language Arts,05,      51,      42,       9,82.4,98.1,96.1,746,35,- -,- -,- -,- -,      10,23.8,- -,- -,- -,- -,      21,50.0,38.5,44.9,  11.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6133,Mortensen Elementary School,Mathematics,All Grades,     134,     117,      17,87.3,92.5,91.9,744,33,      12,10.3,      22,18.8,      33,28.2,      42,35.9,       8,6.8,      50,42.7,40.3,39.7,   2.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6133,Mortensen Elementary School,Mathematics,03,      56,      51,       5,91.1,90.0,85.7,748,35,       3,5.9,      10,19.6,      18,35.3,- -,- -,- -,- -,      20,39.2,51.9,50.0, -12.7,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6133,Mortensen Elementary School,Mathematics,04,      27,      24,       3,88.9,88.2,93.8,743,35,       5,20.8,       3,12.5,       5,20.8,- -,- -,- -,- -,      11,45.8,33.3,33.3,  12.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6133,Mortensen Elementary School,Mathematics,05,      51,      42,       9,82.4,98.1,96.1,741,30,       4,9.5,       9,21.4,      10,23.8,- -,- -,- -,- -,      19,45.2,40.4,36.7,   4.8,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6135,Mount Carbon Elementary School,English Language Arts,All Grades,     152,     148,       4,97.4,96.0,97.7,754,37,      13,8.8,      20,13.5,      32,21.6,      71,48.0,      12,8.1,      83,56.1,53.8,57.4,   2.3,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6135,Mount Carbon Elementary School,English Language Arts,03,      42,      42,       0,100.0,98.2,96.2,756,39,       4,9.5,       5,11.9,       9,21.4,- -,- -,- -,- -,      24,57.1,56.4,66.7,   0.7,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6135,Mount Carbon Elementary School,English Language Arts,04,      56,      55,       1,98.2,92.3,97.1,753,41,       6,10.9,       8,14.5,      10,18.2,      23,41.8,       8,14.5,      31,56.4,50.0,54.5,   6.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6135,Mount Carbon Elementary School,English Language Arts,05,      54,      51,       3,94.4,97.1,100.0,753,30,       3,5.9,       7,13.7,      13,25.5,- -,- -,- -,- -,      28,54.9,54.5,51.9,   0.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6135,Mount Carbon Elementary School,Mathematics,All Grades,     152,     148,       4,97.4,97.2,97.7,749,36,      16,10.8,      22,14.9,      32,21.6,      64,43.2,      14,9.5,      78,52.7,46.2,43.2,   6.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6135,Mount Carbon Elementary School,Mathematics,03,      42,      42,       0,100.0,100.0,94.3,763,34,- -,- -,- -,- -,       5,11.9,      22,52.4,       9,21.4,      31,73.8,60.7,50.0,  13.1,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6135,Mount Carbon Elementary School,Mathematics,04,      56,      55,       1,98.2,92.3,98.5,746,40,       8,14.5,       9,16.4,      11,20.0,- -,- -,- -,- -,      27,49.1,45.8,44.8,   3.3,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6135,Mount Carbon Elementary School,Mathematics,05,      54,      51,       3,94.4,98.5,100.0,740,30,- -,- -,- -,- -,      16,31.4,- -,- -,- -,- -,      20,39.2,34.3,34.6,   4.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6139,Mountain Phoenix Community School,English Language Arts,All Grades,     303,     273,      30,90.1,94.3,93.8,747,32,      20,7.3,      45,16.5,      68,24.9,     125,45.8,      15,5.5,     140,51.3,53.0,53.3,  -1.7,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6139,Mountain Phoenix Community School,English Language Arts,03,      46,      43,       3,93.5,90.2,93.4,744,47,       8,18.6,       7,16.3,       8,18.6,      16,37.2,       4,9.3,      20,46.5,39.1,36.8,   7.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6139,Mountain Phoenix Community School,English Language Arts,04,      55,      50,       5,90.9,96.3,89.1,747,27,       4,8.0,       7,14.0,      14,28.0,- -,- -,- -,- -,      25,50.0,48.1,65.3,   1.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6139,Mountain Phoenix Community School,English Language Arts,05,      52,      50,       2,96.2,96.4,94.6,742,28,       3,6.0,      12,24.0,      14,28.0,- -,- -,- -,- -,      21,42.0,75.9,69.8, -33.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6139,Mountain Phoenix Community School,English Language Arts,06,      49,      45,       4,91.8,94.3,97.8,751,23,- -,- -,- -,- -,      14,31.1,- -,- -,- -,- -,      26,57.8,58.0,43.2,  -0.2,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6139,Mountain Phoenix Community School,English Language Arts,07,      52,      43,       9,82.7,97.9,90.9,754,30,- -,- -,- -,- -,       8,18.6,      20,46.5,       7,16.3,      27,62.8,43.5,60.0,  19.3,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6139,Mountain Phoenix Community School,English Language Arts,08,      49,      42,       7,85.7,89.7,97.8,741,29,- -,- -,- -,- -,      10,23.8,- -,- -,- -,- -,      21,50.0,48.6,45.5,   1.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6139,Mountain Phoenix Community School,Mathematics,All Grades,     303,     278,      25,91.7,95.7,95.4,736,28,      34,12.2,      60,21.6,      98,35.3,      82,29.5,       4,1.4,      86,30.9,25.8,27.1,   5.1,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6139,Mountain Phoenix Community School,Mathematics,03,      46,      44,       2,95.7,96.1,96.7,733,21,- -,- -,- -,- -,      17,38.6,- -,- -,- -,- -,      11,25.0,30.6,33.9,  -5.6,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6139,Mountain Phoenix Community School,Mathematics,04,      55,      51,       4,92.7,96.3,92.7,729,28,      10,19.6,      13,25.5,      13,25.5,- -,- -,- -,- -,      15,29.4,25.0,19.6,   4.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6139,Mountain Phoenix Community School,Mathematics,05,      52,      51,       1,98.1,96.4,92.9,731,28,      10,19.6,      12,23.5,      12,23.5,- -,- -,- -,- -,      17,33.3,16.7,32.7,  16.6,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6139,Mountain Phoenix Community School,Mathematics,06,      49,      46,       3,93.9,94.3,97.8,736,23,       5,10.9,       7,15.2,      23,50.0,- -,- -,- -,- -,      11,23.9,18.0,11.4,   5.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6139,Mountain Phoenix Community School,Mathematics,07,      52,      44,       8,84.6,93.6,93.2,744,24,- -,- -,- -,- -,      25,56.8,- -,- -,- -,- -,      14,31.8,34.1,17.1,  -2.3,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6139,Mountain Phoenix Community School,Mathematics,08,      49,      42,       7,85.7,97.4,100.0,742,39,       5,11.9,      11,26.2,       8,19.0,- -,- -,- -,- -,      18,42.9,34.2,44.4,   8.7,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6286,Normandy Elementary School,English Language Arts,All Grades,     131,     127,       4,96.9,96.3,98.4,752,36,      12,9.4,      12,9.4,      27,21.3,      66,52.0,      10,7.9,      76,59.8,67.3,58.9,  -7.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6286,Normandy Elementary School,English Language Arts,03,      48,      46,       2,95.8,94.4,100.0,745,44,- -,- -,- -,- -,       6,13.0,- -,- -,- -,- -,      27,58.7,79.4,60.0, -20.7,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6286,Normandy Elementary School,English Language Arts,04,      40,      39,       1,97.5,97.7,100.0,761,31,- -,- -,- -,- -,      11,28.2,- -,- -,- -,- -,      24,61.5,66.7,60.6,  -5.2,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6286,Normandy Elementary School,English Language Arts,05,      43,      42,       1,97.7,96.6,95.8,753,28,- -,- -,- -,- -,      10,23.8,      22,52.4,       3,7.1,      25,59.5,53.6,56.5,   5.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6286,Normandy Elementary School,Mathematics,All Grades,     131,     125,       6,95.4,98.1,98.4,756,30,       6,4.8,      12,9.6,      32,25.6,      62,49.6,      13,10.4,      75,60.0,57.5,61.3,   2.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6286,Normandy Elementary School,Mathematics,03,      48,      46,       2,95.8,97.2,100.0,754,33,- -,- -,- -,- -,       7,15.2,      26,56.5,       5,10.9,      31,67.4,85.7,77.8, -18.3,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6286,Normandy Elementary School,Mathematics,04,      40,      39,       1,97.5,100.0,100.0,752,29,- -,- -,- -,- -,      12,30.8,- -,- -,- -,- -,      20,51.3,51.2,54.5,   0.1,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6286,Normandy Elementary School,Mathematics,05,      43,      40,       3,93.0,96.6,95.8,760,28,- -,- -,- -,- -,      13,32.5,- -,- -,- -,- -,      24,60.0,32.1,50.0,  27.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6330,North Arvada Middle School,English Language Arts,All Grades,     444,     398,      46,89.6,91.9,93.2,727,42,     105,26.4,     110,27.6,      63,15.8,      85,21.4,      35,8.8,     120,30.2,32.6,35.8,  -2.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6330,North Arvada Middle School,English Language Arts,06,     128,     121,       7,94.5,91.8,97.4,730,36,      22,18.2,      44,36.4,      18,14.9,      29,24.0,       8,6.6,      37,30.6,32.5,38.1,  -1.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6330,North Arvada Middle School,English Language Arts,07,     157,     137,      20,87.3,94.1,90.4,730,45,      38,27.7,      37,27.0,      20,14.6,      24,17.5,      18,13.1,      42,30.7,34.2,34.0,  -3.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6330,North Arvada Middle School,English Language Arts,08,     159,     140,      19,88.1,89.8,92.2,723,44,      45,32.1,      29,20.7,      25,17.9,      32,22.9,       9,6.4,      41,29.3,31.1,35.2,  -1.8,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6330,North Arvada Middle School,Mathematics,All Grades,     444,     395,      49,89.0,91.6,93.5,716,34,     135,34.2,     125,31.6,      73,18.5,      49,12.4,      13,3.3,      62,15.7,20.1,15.9,  -4.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6330,North Arvada Middle School,Mathematics,06,     128,     121,       7,94.5,92.5,97.4,715,32,      41,33.9,      37,30.6,      26,21.5,      14,11.6,       3,2.5,      17,14.0,21.0,17.7,  -7.0,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6330,North Arvada Middle School,Mathematics,07,     157,     137,      20,87.3,93.2,91.2,721,29,      27,19.7,      59,43.1,      29,21.2,      17,12.4,       5,3.6,      22,16.1,17.3,16.3,  -1.2,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6330,North Arvada Middle School,Mathematics,08,     159,     137,      22,86.2,89.0,92.2,711,40,      67,48.9,      29,21.2,      18,13.1,      18,13.1,       5,3.6,      23,16.8,21.9,14.1,  -5.1,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6470,Oberon Middle School,English Language Arts,All Grades,     691,     628,      63,90.9,91.4,83.7,751,36,      62,9.9,      86,13.7,     135,21.5,     252,40.1,      93,14.8,     345,54.9,51.3,49.6,   3.6,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6470,Oberon Middle School,English Language Arts,06,     229,     222,       7,96.9,97.4,86.1,749,29,      15,6.8,      31,14.0,      60,27.0,     101,45.5,      15,6.8,     116,52.3,53.3,47.7,  -1.0,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6470,Oberon Middle School,English Language Arts,07,     233,     218,      15,93.6,86.0,85.4,754,41,      26,11.9,      30,13.8,      38,17.4,      71,32.6,      53,24.3,     124,56.9,52.0,47.5,   4.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6470,Oberon Middle School,English Language Arts,08,     229,     188,      41,82.1,90.9,79.7,750,38,      21,11.2,      25,13.3,      37,19.7,      80,42.6,      25,13.3,     105,55.9,48.2,53.6,   7.7,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6470,Oberon Middle School,Mathematics,All Grades,     693,     630,      63,90.9,91.7,84.2,748,33,      46,7.3,      98,15.6,     179,28.4,     250,39.7,      57,9.0,     307,48.7,45.2,34.2,   3.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6470,Oberon Middle School,Mathematics,06,     229,     221,       8,96.5,97.4,86.6,746,31,      17,7.7,      28,12.7,      73,33.0,      85,38.5,      18,8.1,     103,46.6,41.8,32.0,   4.8,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6470,Oberon Middle School,Mathematics,07,     234,     219,      15,93.6,86.4,84.9,746,30,      11,5.0,      48,21.9,      56,25.6,      88,40.2,      16,7.3,     104,47.5,45.2,31.1,   2.3,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6470,Oberon Middle School,Mathematics,08,     230,     190,      40,82.6,91.3,81.1,753,37,      18,9.5,      22,11.6,      50,26.3,      77,40.5,      23,12.1,     100,52.6,49.0,39.7,   3.6,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6539,Jefferson County Open Elementary School,English Language Arts,All Grades,     134,     132,       2,98.5,97.0,95.7,741,30,      11,8.3,      28,21.2,      34,25.8,      56,42.4,       3,2.3,      59,44.7,44.2,44.7,   0.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6539,Jefferson County Open Elementary School,English Language Arts,03,      25,      25,       0,100.0,96.3,96.6,744,37,       3,12.0,       6,24.0,       3,12.0,- -,- -,- -,- -,      13,52.0,23.1,39.3,  28.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6539,Jefferson County Open Elementary School,English Language Arts,04,      31,      31,       0,100.0,96.9,100.0,730,29,       5,16.1,       7,22.6,      12,38.7,- -,- -,- -,- -,       7,22.6,38.7,43.8, -16.1,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6539,Jefferson County Open Elementary School,English Language Arts,05,      34,      34,       0,100.0,96.9,100.0,739,27,- -,- -,- -,- -,       9,26.5,- -,- -,- -,- -,      16,47.1,51.6,51.4,  -4.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6539,Jefferson County Open Elementary School,English Language Arts,06,      44,      42,       2,95.5,97.6,88.1,750,26,- -,- -,- -,- -,      10,23.8,- -,- -,- -,- -,      23,54.8,56.1,43.2,  -1.3,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6539,Jefferson County Open Elementary School,Mathematics,All Grades,     134,     133,       1,99.3,97.0,95.7,733,30,      20,15.0,      30,22.6,      43,32.3,- -,- -,- -,- -,      40,30.1,20.9,16.5,   9.2,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6539,Jefferson County Open Elementary School,Mathematics,03,      25,      25,       0,100.0,96.3,96.6,735,32,       3,12.0,- -,- -,- -,- -,- -,- -,- -,- -,       7,28.0,19.2,25.0,   8.8,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6539,Jefferson County Open Elementary School,Mathematics,04,      31,      31,       0,100.0,96.9,100.0,724,33,       7,22.6,- -,- -,- -,- -,- -,- -,- -,- -,       8,25.8,19.4,- -,   6.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6539,Jefferson County Open Elementary School,Mathematics,05,      34,      34,       0,100.0,96.9,97.1,737,26,       5,14.7,       7,20.6,      12,35.3,- -,- -,- -,- -,      10,29.4,25.8,- -,   3.6,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6539,Jefferson County Open Elementary School,Mathematics,06,      44,      43,       1,97.7,97.6,90.7,734,30,       5,11.6,      11,25.6,      12,27.9,- -,- -,- -,- -,      15,34.9,19.5,20.5,  15.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6541,Jefferson County Open Secondary,English Language Arts,All Grades,      94,      81,      13,86.2,87.9,96.0,755,30,       4,4.9,       7,8.6,      22,27.2,      37,45.7,      11,13.6,      48,59.3,50.6,53.7,   8.7,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6541,Jefferson County Open Secondary,English Language Arts,07,      47,      41,       6,87.2,91.5,100.0,761,30,- -,- -,- -,- -,       9,22.0,      20,48.8,       8,19.5,      28,68.3,55.8,46.9,  12.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6541,Jefferson County Open Secondary,English Language Arts,08,      47,      40,       7,85.1,84.6,92.0,750,30,- -,- -,- -,- -,      13,32.5,      17,42.5,       3,7.5,      20,50.0,45.5,60.9,   4.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6541,Jefferson County Open Secondary,Mathematics,All Grades,      94,      82,      12,87.2,90.9,97.0,741,31,       5,6.1,      18,22.0,      32,39.0,      22,26.8,       5,6.1,      27,32.9,40.0,34.4,  -7.1,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6541,Jefferson County Open Secondary,Mathematics,07,      47,      41,       6,87.2,91.5,100.0,739,23,- -,- -,- -,- -,      23,56.1,- -,- -,- -,- -,       9,22.0,39.5,30.6, -17.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6541,Jefferson County Open Secondary,Mathematics,08,      47,      41,       6,87.2,90.4,94.0,744,38,- -,- -,- -,- -,       9,22.0,- -,- -,- -,- -,      18,43.9,40.4,38.3,   3.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,6804,Parmalee Elementary School,English Language Arts,All Grades,     148,     144,       4,97.3,98.0,95.3,783,38,       5,3.5,       5,3.5,      12,8.3,      70,48.6,      52,36.1,     122,84.7,83.0,81.8,   1.7,7th Congressional District
