District Code,District Name,Content,Grade,2025,2024,2023
0470,St Vrain Valley RE1J,Mathematics,03,73.5,73.8,67.9
0470,St Vrain Valley RE1J,Mathematics,04,66.7,60.5,73.0
0470,St Vrain Valley RE1J,Mathematics,05,76.7,88.8,71.1
0470,St Vrain Valley RE1J,English Language Arts,All Grades,37.5,36.8,43.9
0470,St Vrain Valley RE1J,English Language Arts,03,28.9,38.6,36.4
0470,St Vrain Valley RE1J,English Language Arts,04,36.4,26.7,42.9
0470,St Vrain Valley RE1J,English Language Arts,05,50.0,41.9,50.0
0470,St Vrain Valley RE1J,Mathematics,All Grades,33.0,33.3,36.4
0470,St Vrain Valley RE1J,Mathematics,03,34.2,36.4,45.5
0470,St Vrain Valley RE1J,Mathematics,04,27.3,31.3,22.4
0470,St Vrain Valley RE1J,Mathematics,05,40.0,31.8,44.0
0470,St Vrain Valley RE1J,English Language Arts,All Grades,41.8,41.9,42.3
0470,St Vrain Valley RE1J,English Language Arts,03,34.1,40.3,38.7
0470,St Vrain Valley RE1J,English Language Arts,04,47.7,44.1,40.8
0470,St Vrain Valley RE1J,English Language Arts,05,45.1,40.8,48.1
0470,St Vrain Valley RE1J,Mathematics,All Grades,44.7,43.9,42.3
0470,St Vrain Valley RE1J,Mathematics,03,47.1,61.8,54.8
0470,St Vrain Valley RE1J,Mathematics,04,46.3,41.9,32.9
0470,St Vrain Valley RE1J,Mathematics,05,41.3,30.8,36.4
0470,St Vrain Valley RE1J,English Language Arts,All Grades,21.0,27.0,31.2
0470,St Vrain Valley RE1J,English Language Arts,03,34.5,25.0,23.3
0470,St Vrain Valley RE1J,English Language Arts,04,14.3,- -,27.8
0470,St Vrain Valley RE1J,English Language Arts,05,20.0,25.0,35.7
0470,St Vrain Valley RE1J,English Language Arts,06,- -,33.3,34.6
0470,St Vrain Valley RE1J,English Language Arts,07,20.0,40.9,30.0
0470,St Vrain Valley RE1J,English Language Arts,08,- -,- -,41.2
0470,St Vrain Valley RE1J,Mathematics,All Grades,25.0,23.9,22.9
0470,St Vrain Valley RE1J,Mathematics,03,31.0,28.6,33.3
0470,St Vrain Valley RE1J,Mathematics,04,- -,25.0,22.2
0470,St Vrain Valley RE1J,Mathematics,05,28.6,- -,28.6
0470,St Vrain Valley RE1J,Mathematics,06,- -,27.8,23.1
0470,St Vrain Valley RE1J,Mathematics,07,15.8,27.3,- -
0470,St Vrain Valley RE1J,Mathematics,08,39.3,- -,- -
0470,St Vrain Valley RE1J,English Language Arts,All Grades,67.3,72.2,64.9
0470,St Vrain Valley RE1J,English Language Arts,03,59.7,71.7,74.4
0470,St Vrain Valley RE1J,English Language Arts,04,67.3,66.7,60.9
0470,St Vrain Valley RE1J,English Language Arts,05,78.6,77.8,60.0
0470,St Vrain Valley RE1J,Mathematics,All Grades,64.9,71.9,60.4
0470,St Vrain Valley RE1J,Mathematics,03,61.3,72.3,76.7
0470,St Vrain Valley RE1J,Mathematics,04,55.1,81.4,46.8
0470,St Vrain Valley RE1J,Mathematics,05,81.4,62.2,59.1
0470,St Vrain Valley RE1J,English Language Arts,All Grades,26.4,21.6,27.5
0470,St Vrain Valley RE1J,English Language Arts,03,29.0,- -,33.3
0470,St Vrain Valley RE1J,English Language Arts,04,13.3,31.4,22.2
0470,St Vrain Valley RE1J,English Language Arts,05,41.2,- -,25.6
0470,St Vrain Valley RE1J,Spanish Language Arts,All Grades,- -,N/A,N/A
0470,St Vrain Valley RE1J,Spanish Language Arts,03,- -,N/A,N/A
0470,St Vrain Valley RE1J,Mathematics,All Grades,24.3,21.7,25.2
0470,St Vrain Valley RE1J,Mathematics,03,31.3,17.4,32.4
0470,St Vrain Valley RE1J,Mathematics,04,8.9,22.2,- -
0470,St Vrain Valley RE1J,Mathematics,05,38.2,29.2,- -
0470,St Vrain Valley RE1J,English Language Arts,All Grades,50.3,56.5,51.5
0470,St Vrain Valley RE1J,English Language Arts,03,50.0,48.1,56.1
0470,St Vrain Valley RE1J,English Language Arts,04,43.1,55.7,44.1
0470,St Vrain Valley RE1J,English Language Arts,05,56.3,64.5,54.2
0470,St Vrain Valley RE1J,Spanish Language Arts,All Grades,- -,- -,- -
0470,St Vrain Valley RE1J,Spanish Language Arts,03,- -,N/A,N/A
0470,St Vrain Valley RE1J,Spanish Language Arts,04,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,All Grades,43.6,44.4,38.8
0470,St Vrain Valley RE1J,Mathematics,03,43.7,38.5,42.4
0470,St Vrain Valley RE1J,Mathematics,04,49.2,43.1,41.4
0470,St Vrain Valley RE1J,Mathematics,05,38.9,50.8,32.9
0470,St Vrain Valley RE1J,English Language Arts,All Grades,67.2,66.9,65.0
0470,St Vrain Valley RE1J,English Language Arts,03,62.7,63.2,62.3
0470,St Vrain Valley RE1J,English Language Arts,04,73.9,66.7,58.2
0470,St Vrain Valley RE1J,English Language Arts,05,64.2,71.7,75.5
0470,St Vrain Valley RE1J,Mathematics,All Grades,67.5,62.0,61.0
0470,St Vrain Valley RE1J,Mathematics,03,65.7,60.9,54.7
0470,St Vrain Valley RE1J,Mathematics,04,71.0,57.4,64.8
0470,St Vrain Valley RE1J,Mathematics,05,65.5,67.9,63.5
0470,St Vrain Valley RE1J,English Language Arts,All Grades,61.1,56.7,52.5
0470,St Vrain Valley RE1J,English Language Arts,06,58.8,57.9,56.0
0470,St Vrain Valley RE1J,English Language Arts,07,64.6,56.4,58.5
0470,St Vrain Valley RE1J,English Language Arts,08,59.2,55.7,41.9
0470,St Vrain Valley RE1J,Mathematics,All Grades,55.6,52.9,45.0
0470,St Vrain Valley RE1J,Mathematics,06,58.0,49.6,49.5
0470,St Vrain Valley RE1J,Mathematics,07,51.9,49.8,37.7
0470,St Vrain Valley RE1J,Mathematics,08,57.5,59.5,49.3
0470,St Vrain Valley RE1J,English Language Arts,All Grades,70.5,64.2,69.2
0470,St Vrain Valley RE1J,English Language Arts,03,68.4,62.3,64.9
0470,St Vrain Valley RE1J,English Language Arts,04,68.9,53.1,68.7
0470,St Vrain Valley RE1J,English Language Arts,05,75.4,77.8,73.0
0470,St Vrain Valley RE1J,Mathematics,All Grades,60.0,55.8,58.6
0470,St Vrain Valley RE1J,Mathematics,03,65.8,59.5,52.6
0470,St Vrain Valley RE1J,Mathematics,04,57.3,39.1,62.7
0470,St Vrain Valley RE1J,Mathematics,05,55.9,68.3,59.5
0470,St Vrain Valley RE1J,English Language Arts,All Grades,59.6,57.8,59.1
0470,St Vrain Valley RE1J,English Language Arts,03,57.5,51.9,40.4
0470,St Vrain Valley RE1J,English Language Arts,04,45.8,44.3,57.0
0470,St Vrain Valley RE1J,English Language Arts,05,51.7,53.6,54.0
0470,St Vrain Valley RE1J,English Language Arts,06,57.5,62.7,58.2
0470,St Vrain Valley RE1J,English Language Arts,07,76.3,71.6,75.0
0470,St Vrain Valley RE1J,English Language Arts,08,67.1,60.5,63.6
0470,St Vrain Valley RE1J,Mathematics,All Grades,51.5,43.7,41.6
0470,St Vrain Valley RE1J,Mathematics,03,72.0,59.0,27.1
0470,St Vrain Valley RE1J,Mathematics,04,52.1,34.4,40.5
0470,St Vrain Valley RE1J,Mathematics,05,45.0,36.1,50.0
0470,St Vrain Valley RE1J,Mathematics,06,41.5,43.5,38.3
0470,St Vrain Valley RE1J,Mathematics,07,51.4,43.2,42.2
0470,St Vrain Valley RE1J,Mathematics,08,46.4,44.4,46.8
0470,St Vrain Valley RE1J,English Language Arts,All Grades,22.0,19.8,20.7
0470,St Vrain Valley RE1J,English Language Arts,03,21.6,23.0,10.4
0470,St Vrain Valley RE1J,English Language Arts,04,17.9,13.9,32.9
0470,St Vrain Valley RE1J,English Language Arts,05,21.1,44.3,22.1
0470,St Vrain Valley RE1J,English Language Arts,06,32.1,14.0,18.1
0470,St Vrain Valley RE1J,English Language Arts,07,21.4,14.9,19.1
0470,St Vrain Valley RE1J,English Language Arts,08,19.3,13.3,22.1
0470,St Vrain Valley RE1J,Spanish Language Arts,All Grades,- -,N/A,N/A
0470,St Vrain Valley RE1J,Spanish Language Arts,03,- -,N/A,N/A
0470,St Vrain Valley RE1J,Mathematics,All Grades,15.4,11.6,13.8
0470,St Vrain Valley RE1J,Mathematics,03,14.1,14.6,- -
0470,St Vrain Valley RE1J,Mathematics,04,19.8,7.3,28.9
0470,St Vrain Valley RE1J,Mathematics,05,- -,21.1,13.0
0470,St Vrain Valley RE1J,Mathematics,06,15.4,11.8,- -
0470,St Vrain Valley RE1J,Mathematics,07,17.0,9.2,8.5
0470,St Vrain Valley RE1J,Mathematics,08,- -,6.6,20.9
0470,St Vrain Valley RE1J,English Language Arts,All Grades,44.4,48.4,46.9
0470,St Vrain Valley RE1J,English Language Arts,06,36.9,43.5,48.5
0470,St Vrain Valley RE1J,English Language Arts,07,48.9,57.7,48.1
0470,St Vrain Valley RE1J,English Language Arts,08,47.2,42.6,43.7
0470,St Vrain Valley RE1J,Mathematics,All Grades,35.3,33.2,32.0
0470,St Vrain Valley RE1J,Mathematics,06,28.0,29.9,38.2
0470,St Vrain Valley RE1J,Mathematics,07,37.3,40.8,20.0
0470,St Vrain Valley RE1J,Mathematics,08,40.0,27.8,37.9
0470,St Vrain Valley RE1J,English Language Arts,All Grades,46.7,46.8,41.9
0470,St Vrain Valley RE1J,English Language Arts,03,46.3,44.9,33.3
0470,St Vrain Valley RE1J,English Language Arts,04,47.2,47.3,43.9
0470,St Vrain Valley RE1J,English Language Arts,05,46.4,48.5,49.1
0470,St Vrain Valley RE1J,Spanish Language Arts,All Grades,- -,N/A,N/A
0470,St Vrain Valley RE1J,Spanish Language Arts,03,- -,N/A,N/A
0470,St Vrain Valley RE1J,Mathematics,All Grades,47.2,43.2,35.2
0470,St Vrain Valley RE1J,Mathematics,03,52.2,47.8,28.3
0470,St Vrain Valley RE1J,Mathematics,04,47.2,38.2,36.4
0470,St Vrain Valley RE1J,Mathematics,05,41.1,42.4,41.5
0470,St Vrain Valley RE1J,English Language Arts,All Grades,71.8,71.5,72.8
0470,St Vrain Valley RE1J,English Language Arts,03,69.6,70.0,66.7
0470,St Vrain Valley RE1J,English Language Arts,04,85.0,67.9,80.9
0470,St Vrain Valley RE1J,English Language Arts,05,64.3,78.0,70.0
0470,St Vrain Valley RE1J,Mathematics,All Grades,70.4,72.1,70.4
0470,St Vrain Valley RE1J,Mathematics,03,76.1,81.0,77.1
0470,St Vrain Valley RE1J,Mathematics,04,75.0,62.5,70.2
0470,St Vrain Valley RE1J,Mathematics,05,62.5,76.2,60.0
0470,St Vrain Valley RE1J,English Language Arts,All Grades,28.4,30.9,27.5
0470,St Vrain Valley RE1J,English Language Arts,03,35.5,40.5,27.9
0470,St Vrain Valley RE1J,English Language Arts,04,30.0,18.4,23.5
0470,St Vrain Valley RE1J,English Language Arts,05,20.6,34.3,30.2
0470,St Vrain Valley RE1J,Spanish Language Arts,All Grades,- -,- -,- -
0470,St Vrain Valley RE1J,Spanish Language Arts,03,- -,- -,- -
0470,St Vrain Valley RE1J,Spanish Language Arts,04,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,All Grades,35.0,25.0,25.2
0470,St Vrain Valley RE1J,Mathematics,03,51.5,31.6,31.1
0470,St Vrain Valley RE1J,Mathematics,04,28.1,15.4,17.1
0470,St Vrain Valley RE1J,Mathematics,05,25.7,28.6,25.6
0470,St Vrain Valley RE1J,English Language Arts,All Grades,51.0,43.3,45.7
0470,St Vrain Valley RE1J,English Language Arts,03,40.5,38.0,25.6
0470,St Vrain Valley RE1J,English Language Arts,04,62.9,37.8,58.6
0470,St Vrain Valley RE1J,English Language Arts,05,39.2,49.2,33.9
0470,St Vrain Valley RE1J,English Language Arts,06,72.3,48.9,52.7
0470,St Vrain Valley RE1J,English Language Arts,07,62.2,45.7,58.1
0470,St Vrain Valley RE1J,English Language Arts,08,36.2,46.2,63.6
0470,St Vrain Valley RE1J,Mathematics,All Grades,37.2,31.9,33.7
0470,St Vrain Valley RE1J,Mathematics,03,33.8,38.0,24.4
0470,St Vrain Valley RE1J,Mathematics,04,54.3,28.4,45.7
0470,St Vrain Valley RE1J,Mathematics,05,24.3,33.3,28.3
0470,St Vrain Valley RE1J,Mathematics,06,51.1,27.7,29.6
0470,St Vrain Valley RE1J,Mathematics,07,30.4,31.9,31.3
0470,St Vrain Valley RE1J,Mathematics,08,30.6,29.6,50.0
0470,St Vrain Valley RE1J,English Language Arts,All Grades,59.9,59.2,64.4
0470,St Vrain Valley RE1J,English Language Arts,03,60.0,58.0,57.4
0470,St Vrain Valley RE1J,English Language Arts,04,62.4,57.4,57.9
0470,St Vrain Valley RE1J,English Language Arts,05,57.0,62.4,78.3
0470,St Vrain Valley RE1J,Mathematics,All Grades,54.5,48.1,56.8
0470,St Vrain Valley RE1J,Mathematics,03,56.7,43.6,47.9
0470,St Vrain Valley RE1J,Mathematics,04,56.9,46.8,55.8
0470,St Vrain Valley RE1J,Mathematics,05,49.5,54.3,67.0
0470,St Vrain Valley RE1J,English Language Arts,All Grades,55.1,51.8,48.8
0470,St Vrain Valley RE1J,English Language Arts,03,63.0,39.0,30.3
0470,St Vrain Valley RE1J,English Language Arts,04,58.5,63.4,52.9
0470,St Vrain Valley RE1J,English Language Arts,05,41.5,52.6,59.0
0470,St Vrain Valley RE1J,Mathematics,All Grades,53.2,55.0,50.8
0470,St Vrain Valley RE1J,Mathematics,03,68.5,53.7,47.1
0470,St Vrain Valley RE1J,Mathematics,04,51.2,58.5,50.9
0470,St Vrain Valley RE1J,Mathematics,05,36.4,53.4,53.8
0470,St Vrain Valley RE1J,English Language Arts,All Grades,43.9,36.7,36.0
0470,St Vrain Valley RE1J,English Language Arts,06,44.3,30.1,38.2
0470,St Vrain Valley RE1J,English Language Arts,07,36.8,44.6,36.0
0470,St Vrain Valley RE1J,English Language Arts,08,51.9,36.0,34.4
0470,St Vrain Valley RE1J,Mathematics,All Grades,24.5,19.4,21.1
0470,St Vrain Valley RE1J,Mathematics,06,26.4,13.6,24.3
0470,St Vrain Valley RE1J,Mathematics,07,17.5,26.1,17.0
0470,St Vrain Valley RE1J,Mathematics,08,30.9,19.1,22.1
0470,St Vrain Valley RE1J,English Language Arts,All Grades,25.6,21.6,21.8
0470,St Vrain Valley RE1J,English Language Arts,05,18.5,21.1,24.6
0470,St Vrain Valley RE1J,English Language Arts,06,25.3,20.2,21.4
0470,St Vrain Valley RE1J,English Language Arts,07,28.3,19.4,27.8
0470,St Vrain Valley RE1J,English Language Arts,08,26.9,25.5,13.0
0470,St Vrain Valley RE1J,Mathematics,All Grades,14.8,12.8,10.2
0470,St Vrain Valley RE1J,Mathematics,05,11.1,23.1,18.6
0470,St Vrain Valley RE1J,Mathematics,06,13.2,9.7,8.7
0470,St Vrain Valley RE1J,Mathematics,07,13.2,8.6,8.5
0470,St Vrain Valley RE1J,Mathematics,08,19.8,16.7,8.4
0470,St Vrain Valley RE1J,English Language Arts,All Grades,73.0,79.5,77.7
0470,St Vrain Valley RE1J,English Language Arts,03,82.1,74.3,68.6
0470,St Vrain Valley RE1J,English Language Arts,04,60.0,71.9,72.7
0470,St Vrain Valley RE1J,English Language Arts,05,77.8,88.9,90.5
0470,St Vrain Valley RE1J,Mathematics,All Grades,72.0,72.2,67.5
0470,St Vrain Valley RE1J,Mathematics,03,82.5,86.1,71.4
0470,St Vrain Valley RE1J,Mathematics,04,65.0,51.5,47.7
0470,St Vrain Valley RE1J,Mathematics,05,68.4,76.1,84.1
0470,St Vrain Valley RE1J,English Language Arts,All Grades,76.8,75.7,66.9
0470,St Vrain Valley RE1J,English Language Arts,06,80.0,89.7,72.9
0470,St Vrain Valley RE1J,English Language Arts,07,73.0,71.8,73.2
0470,St Vrain Valley RE1J,English Language Arts,08,77.1,64.9,51.4
0470,St Vrain Valley RE1J,Mathematics,All Grades,55.6,51.3,47.7
0470,St Vrain Valley RE1J,Mathematics,06,51.2,46.2,56.0
0470,St Vrain Valley RE1J,Mathematics,07,47.4,53.8,33.3
0470,St Vrain Valley RE1J,Mathematics,08,69.4,54.1,52.5
0470,St Vrain Valley RE1J,English Language Arts,All Grades,61.9,60.5,57.1
0470,St Vrain Valley RE1J,English Language Arts,03,56.7,57.4,51.9
0470,St Vrain Valley RE1J,English Language Arts,04,58.0,56.6,56.6
0470,St Vrain Valley RE1J,English Language Arts,05,70.5,67.8,63.4
0470,St Vrain Valley RE1J,Mathematics,All Grades,58.0,56.4,57.4
0470,St Vrain Valley RE1J,Mathematics,03,59.6,54.5,60.7
0470,St Vrain Valley RE1J,Mathematics,04,46.7,54.4,49.6
0470,St Vrain Valley RE1J,Mathematics,05,66.0,60.2,61.6
0470,St Vrain Valley RE1J,English Language Arts,All Grades,62.7,66.1,58.5
0470,St Vrain Valley RE1J,English Language Arts,06,61.7,68.8,53.9
0470,St Vrain Valley RE1J,English Language Arts,07,71.0,67.6,61.6
0470,St Vrain Valley RE1J,English Language Arts,08,53.9,61.6,60.0
0470,St Vrain Valley RE1J,Mathematics,All Grades,53.3,49.7,45.8
0470,St Vrain Valley RE1J,Mathematics,06,46.2,48.1,41.9
0470,St Vrain Valley RE1J,Mathematics,07,58.6,47.3,42.3
0470,St Vrain Valley RE1J,Mathematics,08,56.3,54.0,53.8
0470,St Vrain Valley RE1J,English Language Arts,All Grades,18.9,16.4,15.4
0470,St Vrain Valley RE1J,English Language Arts,03,15.7,21.7,6.6
0470,St Vrain Valley RE1J,English Language Arts,04,20.0,13.5,14.5
0470,St Vrain Valley RE1J,English Language Arts,05,19.8,18.4,13.1
0470,St Vrain Valley RE1J,English Language Arts,06,15.5,13.3,23.8
0470,St Vrain Valley RE1J,English Language Arts,07,16.5,20.9,12.0
0470,St Vrain Valley RE1J,English Language Arts,08,25.3,11.6,20.0
0470,St Vrain Valley RE1J,Spanish Language Arts,All Grades,- -,- -,- -
0470,St Vrain Valley RE1J,Spanish Language Arts,03,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,All Grades,13.8,11.1,7.0
0470,St Vrain Valley RE1J,Mathematics,03,14.1,25.8,9.0
0470,St Vrain Valley RE1J,Mathematics,04,21.5,- -,14.7
0470,St Vrain Valley RE1J,Mathematics,05,- -,19.5,8.3
0470,St Vrain Valley RE1J,Mathematics,06,14.1,12.5,- -
0470,St Vrain Valley RE1J,Mathematics,07,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,08,20.2,6.2,8.2
0470,St Vrain Valley RE1J,English Language Arts,All Grades,24.6,22.7,32.6
0470,St Vrain Valley RE1J,English Language Arts,03,34.8,20.0,23.4
0470,St Vrain Valley RE1J,English Language Arts,04,17.6,25.9,43.6
0470,St Vrain Valley RE1J,Mathematics,All Grades,20.2,14.4,38.4
0470,St Vrain Valley RE1J,Mathematics,03,30.4,10.3,34.0
0470,St Vrain Valley RE1J,Mathematics,04,13.2,19.3,43.6
0470,St Vrain Valley RE1J,English Language Arts,All Grades,79.2,78.2,77.7
0470,St Vrain Valley RE1J,English Language Arts,03,69.2,76.9,76.0
0470,St Vrain Valley RE1J,English Language Arts,04,80.3,81.5,68.3
0470,St Vrain Valley RE1J,English Language Arts,05,87.3,76.7,89.3
0470,St Vrain Valley RE1J,Mathematics,All Grades,79.3,76.7,69.2
0470,St Vrain Valley RE1J,Mathematics,03,80.8,87.9,83.0
0470,St Vrain Valley RE1J,Mathematics,04,77.6,74.1,55.0
0470,St Vrain Valley RE1J,Mathematics,05,80.0,66.7,71.4
0470,St Vrain Valley RE1J,English Language Arts,All Grades,13.1,24.6,22.9
0470,St Vrain Valley RE1J,English Language Arts,03,- -,24.3,- -
0470,St Vrain Valley RE1J,English Language Arts,04,- -,17.5,- -
0470,St Vrain Valley RE1J,English Language Arts,05,22.0,31.7,26.8
0470,St Vrain Valley RE1J,Spanish Language Arts,All Grades,- -,- -,- -
0470,St Vrain Valley RE1J,Spanish Language Arts,03,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,All Grades,15.9,15.8,16.7
0470,St Vrain Valley RE1J,Mathematics,03,15.3,13.3,24.4
0470,St Vrain Valley RE1J,Mathematics,04,10.5,14.0,10.5
0470,St Vrain Valley RE1J,Mathematics,05,22.0,20.0,14.6
0470,St Vrain Valley RE1J,English Language Arts,All Grades,44.4,- -,- -
0470,St Vrain Valley RE1J,English Language Arts,03,- -,- -,- -
0470,St Vrain Valley RE1J,English Language Arts,04,- -,- -,- -
0470,St Vrain Valley RE1J,English Language Arts,05,- -,- -,- -
0470,St Vrain Valley RE1J,English Language Arts,06,- -,- -,- -
0470,St Vrain Valley RE1J,English Language Arts,07,- -,- -,- -
0470,St Vrain Valley RE1J,English Language Arts,08,- -,- -,29.4
0470,St Vrain Valley RE1J,Mathematics,All Grades,29.6,- -,- -
0470,St Vrain Valley RE1J,Mathematics,03,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,04,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,05,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,06,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,07,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,08,- -,- -,- -
0470,St Vrain Valley RE1J,English Language Arts,All Grades,66.7,65.1,63.2
0470,St Vrain Valley RE1J,English Language Arts,03,65.2,63.8,64.0
0470,St Vrain Valley RE1J,English Language Arts,04,66.7,62.5,60.6
0470,St Vrain Valley RE1J,English Language Arts,05,68.9,72.7,64.5
0470,St Vrain Valley RE1J,Mathematics,All Grades,67.6,56.3,60.9
0470,St Vrain Valley RE1J,Mathematics,03,75.3,58.0,62.7
0470,St Vrain Valley RE1J,Mathematics,04,54.7,50.8,57.6
0470,St Vrain Valley RE1J,Mathematics,05,70.0,63.6,61.3
0470,St Vrain Valley RE1J,English Language Arts,All Grades,42.7,45.3,45.9
0470,St Vrain Valley RE1J,English Language Arts,03,44.4,34.4,50.7
0470,St Vrain Valley RE1J,English Language Arts,04,35.4,46.1,45.3
0470,St Vrain Valley RE1J,English Language Arts,05,47.9,57.7,41.6
0470,St Vrain Valley RE1J,Mathematics,All Grades,48.8,49.5,39.8
0470,St Vrain Valley RE1J,Mathematics,03,55.6,54.0,48.1
0470,St Vrain Valley RE1J,Mathematics,04,38.5,42.9,40.7
0470,St Vrain Valley RE1J,Mathematics,05,52.1,53.8,31.3
0470,St Vrain Valley RE1J,English Language Arts,All Grades,19.4,20.5,21.6
0470,St Vrain Valley RE1J,English Language Arts,03,11.3,- -,17.4
0470,St Vrain Valley RE1J,English Language Arts,04,6.4,- -,17.5
0470,St Vrain Valley RE1J,English Language Arts,05,43.2,32.5,30.8
0470,St Vrain Valley RE1J,Spanish Language Arts,All Grades,- -,- -,- -
0470,St Vrain Valley RE1J,Spanish Language Arts,03,- -,N/A,N/A
0470,St Vrain Valley RE1J,Mathematics,All Grades,14.5,12.9,18.9
0470,St Vrain Valley RE1J,Mathematics,03,7.4,- -,17.4
0470,St Vrain Valley RE1J,Mathematics,04,8.5,- -,21.4
0470,St Vrain Valley RE1J,Mathematics,05,29.5,25.0,17.9
0470,St Vrain Valley RE1J,English Language Arts,All Grades,40.0,- -,- -
0470,St Vrain Valley RE1J,English Language Arts,03,- -,- -,- -
0470,St Vrain Valley RE1J,English Language Arts,04,- -,- -,- -
0470,St Vrain Valley RE1J,English Language Arts,05,- -,- -,- -
0470,St Vrain Valley RE1J,English Language Arts,06,- -,- -,- -
0470,St Vrain Valley RE1J,English Language Arts,07,- -,- -,- -
0470,St Vrain Valley RE1J,English Language Arts,08,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,All Grades,25.0,- -,- -
0470,St Vrain Valley RE1J,Mathematics,03,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,04,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,05,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,06,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,07,- -,- -,- -
0470,St Vrain Valley RE1J,Mathematics,08,- -,- -,- -
0470,St Vrain Valley RE1J,English Language Arts,All Grades,42.9,43.0,38.9
0470,St Vrain Valley RE1J,English Language Arts,03,38.2,36.4,35.9
0470,St Vrain Valley RE1J,English Language Arts,04,40.6,50.0,48.8
0470,St Vrain Valley RE1J,English Language Arts,05,50.0,42.1,30.3
0470,St Vrain Valley RE1J,Mathematics,All Grades,33.7,30.2,38.1
0470,St Vrain Valley RE1J,Mathematics,03,37.1,27.3,33.3
0470,St Vrain Valley RE1J,Mathematics,04,26.5,27.8,36.6
0470,St Vrain Valley RE1J,Mathematics,05,37.5,35.1,45.5
0470,St Vrain Valley RE1J,English Language Arts,All Grades,61.3,64.5,59.0
0470,St Vrain Valley RE1J,English Language Arts,03,60.0,61.2,60.8
0470,St Vrain Valley RE1J,English Language Arts,04,54.5,66.3,59.3
